"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","W","GAA","SV%","SHO"
"*05ugg*","Arsenii Sergeev","CGY","G","G","","90","FA","23","1,000,000","FA","23.44","7%","-1%","4","1","3.93",".862","0"
"*04zb5*","Mads Sogaard","TBL","G","G","","91","FA","25","1,000,000","FA","22.51","10%","-1%","3","1","4.71",".833","0"
"*05u3g*","Thomas Milic","WPG","G","G","","92","FA","23","1,000,000","FA","22.22","12%","-2%","3","0","3.40",".875","0"
"*05no6*","Victor Ostman","SEA","G","G","","93","FA","25","1,000,000","FA","21.91","7%","-1%","1","0","4.14",".879","0"
"*04obf*","Hunter Shepard","(N/A)","G","G","","94","FA","30","1,000,000","FA","21.29","1%","0%","1","0","4.00",".846","0"
"*03eb4*","Brandon Halverson","DAL","G","G","","95","FA","30","1,000,000","FA","20.98","1%","0%","2","0","3.08",".826","0"
"*062q9*","Vyacheslav Buteyets","ANA","G","G","","96","FA","24","1,000,000","FA","20.67","3%","0%","1","0","9.00",".769","0"
"*05y9j*","Gavin Abric","(N/A)","G","G","","97","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rah*","Olivier Adam","(N/A)","G","G","","98","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ffu*","Adam Ahman","(N/A)","G","G","","99","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*076wv*","Juuso Ainasto","TOR","G","G","R","100","FA","18","1,000,000","FA","0","4%","0%","0","0","0","0","0"
"*01zs4*","Sami Aittokallio","(N/A)","G","G","","101","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ufo*","Gage Alexander","DET","G","G","","102","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*04ru3*","Jett Alexander","TOR","G","G","","103","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051tp*","Hugo Alnefelt","TBL","G","G","","104","FA","25","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*03bds*","Oscar Alsenfelt","(N/A)","G","G","","105","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02npu*","Daniel Altshuller","(N/A)","G","G","","106","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*023p1*","Brandon Anderson","(N/A)","G","G","","107","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*023ov*","J.P. Anderson","SJS","G","G","","108","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05224*","Cedrick Andree","(N/A)","G","G","","109","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uw0*","Viggo Andren","(N/A)","G","G","","110","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04ofx*","Viktor Andren","(N/A)","G","G","","111","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06qqd*","Pyotr Andreyanov","CBJ","G","G","","112","nbracken","19","0","MNR","0","26%","-3%","0","0","0","0","0"
"*05xmy*","Eetu Anttila","(N/A)","G","G","","113","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03kpg*","Ken Appleby","TOR","G","G","","114","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060nz*","Maxim Arefyev","(N/A)","G","G","","115","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03nqj*","Jayson Argue","(N/A)","G","G","","116","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03miy*","Mantas Armalis","(N/A)","G","G","","117","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06r68*","Jonas Arntzen","(N/A)","G","G","","118","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065h2*","Brad Arvantis","(N/A)","G","G","","119","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03wlc*","Keegan Asmundson","(N/A)","G","G","","120","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05xde*","Tom Aubrun","CHI","G","G","","121","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*068yu*","Trey Augustine","DET","G","G","","122","CGN","21","0","MNR","0","47%","-4%","0","0","0","0","0"
"*06q1d*","Jens Auke Hoekstra","(N/A)","G","G","","123","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05yji*","Danny aus den Birken","(N/A)","G","G","","1156","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rag*","Tye Austin","(N/A)","G","G","","124","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06uvb*","Carl Axelsson","UTA","G","G","R","125","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*01fuk*","Richard Bachman","(N/A)","G","G","","126","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06ptz*","Jake Barczewski","(N/A)","G","G","","127","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04fpz*","Dereck Baribeau","MIN","G","G","","128","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*065g5*","Brad Barone","(N/A)","G","G","","129","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02oz4*","Patrik Bartosak","(N/A)","G","G","","130","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uef*","Owen Bartoszkiewicz","(N/A)","G","G","","131","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0243u*","Konstantin Barulin","(N/A)","G","G","","132","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05o6l*","Roman Basran","(N/A)","G","G","","133","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051ve*","Dominic Basse","CHI","G","G","","134","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*0042c*","Rejean Beauchemin","(N/A)","G","G","","135","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*060xu*","Mason Beaupit","SJS","G","G","","136","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*004sm*","Chris Beckford-Tseu","(N/A)","G","G","","137","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tan*","Lucas Beckman","OTT","G","G","","138","FA","19","1,000,000","FA","0","12%","-2%","0","0","0","0","0"
"*05ge3*","Jan Bednar","(N/A)","G","G","","139","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03rk1*","Ryan Bednard","LAK","G","G","","140","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031v0*","Alexandre Belanger","MIN","G","G","","141","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yeq*","Marek Benda","(N/A)","G","G","","142","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03sct*","Christoffer Bengtsberg","(N/A)","G","G","","143","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02j3y*","Brett Bennett","UTA","G","G","","144","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06tmj*","Trenten Bennett","NJD","G","G","","145","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*042y9*","Mikhail Berdin","(N/A)","G","G","","146","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06yoe*","Stanislav Berezhnoy","CHI","G","G","","147","FA","23","1,000,000","FA","0","3%","0%","0","0","0","0","0"
"*031q3*","Fredrik Bergvik","SJS","G","G","","148","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*068y7*","Matthew Berlin","(N/A)","G","G","","149","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04a9t*","Andreas Bernard","(N/A)","G","G","","150","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*003sm*","Jonathan Bernier","(N/A)","G","G","","151","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06nka*","Thatcher Bernstein","(N/A)","G","G","","152","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yob*","Reto Berra","(N/A)","G","G","","153","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*023ry*","J-F Berube","LAK","G","G","","154","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06c43*","Patriks Berzins","(N/A)","G","G","","155","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01mj9*","Tyler Beskorowany","UTA","G","G","","156","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*078cj*","Gavin Betts","(N/A)","G","G","","157","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031sq*","Antoine Bibeau","(N/A)","G","G","","158","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06lon*","Marko Bilic","(N/A)","G","G","","159","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yep*","Brian Billett","(N/A)","G","G","","160","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03kqh*","Julio Billia","(N/A)","G","G","","161","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05ad5*","Timur Bilyalov","(N/A)","G","G","","162","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*0689x*","Ryan Bischel","BOS","G","G","","163","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05xpi*","Alexander Bishop","(N/A)","G","G","","164","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03n2k*","Michael Bitzer","(N/A)","G","G","","165","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*066pa*","Carson Bjarnason","PHI","G","G","","166","btsay45","21","0","MNR","0","13%","-2%","0","0","0","0","0"
"*05o6t*","Garin Bjorklund","(N/A)","G","G","","167","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0"
"*06ajy*","Cooper Black","FLA","G","G","","168","FA","25","1,000,000","FA","0","6%","-1%","0","0","0","0","0"
"*06ruj*","Oskar Blomgren","(N/A)","G","G","","169","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05yg1*","Ian Blomquist","(N/A)","G","G","","170","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05k9b*","Joel Blomqvist","PIT","G","G","","171","TommyG10","24","0","MNR","0","19%","-3%","0","0","0","0","0"
"*01mzj*","Igor Bobkov","(N/A)","G","G","","172","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03zag*","Ivan Bocharov","(N/A)","G","G","","173","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04l2e*","Corbin Boes","(N/A)","G","G","","174","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*07310*","Harrison Boettiger","WSH","G","G","","175","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*06lv3*","Albin Boija","(N/A)","G","G","","176","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03o2c*","Callum Booth","(N/A)","G","G","","177","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*066c9*","Zachary Borgiel","(N/A)","G","G","","178","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*072z2*","Dmitri Borichev","NSH","G","G","R","179","FA","18","1,000,000","FA","0","16%","-2%","0","0","0","0","0"
"*03ee6*","Keven Bouchard","(N/A)","G","G","","180","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04r1k*","Zachary Bouthillier","TOR","G","G","","181","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004k4*","Jonathan Boutin","(N/A)","G","G","","182","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03lzf*","Landon Bow","(N/A)","G","G","","183","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05t9b*","Nikita Boyarkin","(N/A)","G","G","","184","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05tdc*","Talyn Boyko","(N/A)","G","G","","185","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*03ycv*","Kevin Boyle","(N/A)","G","G","","186","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*051uk*","Cole Brady","DAL","G","G","","187","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03oal*","Eric Brassard","(N/A)","G","G","","188","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02oau*","Francois Brassard","OTT","G","G","","189","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04nb3*","Victor Brattstrom","DET","G","G","","190","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05rf9*","Tyler Brennan","(N/A)","G","G","","191","FA","22","1,000,000","FA","0","4%","-1%","0","0","0","0","0"
"*02yen*","Bryan Bridges","(N/A)","G","G","","192","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01zs9*","Sam Brittain","COL","G","G","","193","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*043i8*","Adam Brizgala","(N/A)","G","G","","194","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05nfs*","Brett Brochu","EDM","G","G","","195","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yjm*","Anthony Brodeur","NJD","G","G","","196","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*048vz*","Jeremy Brodeur","NJD","G","G","","197","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004ov*","Dave Brown","(N/A)","G","G","","198","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05yjb*","Felix Bruckmann","(N/A)","G","G","","199","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*004n9*","Barry Brust","OTT","G","G","","200","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06kwq*","Vladislav Bryzgalov","(N/A)","G","G","","201","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*07338*","Ryley Budd","(N/A)","G","G","","202","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*04xct*","Evan Buitenhuis","NYI","G","G","","203","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01zrx*","Tyler Bunz","(N/A)","G","G","","204","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*031si*","Brendan Burke","(N/A)","G","G","","205","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03nue*","Tommy Burke","(N/A)","G","G","","206","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02zo6*","Dustin Butler","(N/A)","G","G","","207","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*03d11*","Philippe Cadorette","(N/A)","G","G","","208","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*05uxe*","Pavel Cajan","(N/A)","G","G","","209","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*06uwe*","Ryan Cameron","EDM","G","G","R","210","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0"
"*05n89*","Aidan Campbell","(N/A)","G","G","","211","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*01dcb*","Trevor Cann","(N/A)","G","G","","212","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*025mf*","Joe Cannata","(N/A)","G","G","","213","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
"*02yc8*","Tony Capobianco","LAK","G","G","","214","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0"
